image,class
Pat2Test_608_0,0.670000327
Pat2Test_609_0,0.725343257
Pat2Test_610_0,0.59960488
Pat2Test_611_0,0.302796347
Pat2Test_612_0,0.322367378
Pat2Test_613_0,0.502774129
Pat2Test_614_0,0.694054356
Pat2Test_615_0,0.385371005
Pat2Test_616_0,0.095605537
Pat2Test_617_0,0.843927685
Pat2Test_618_0,0.637786509
Pat2Test_619_0,0.389372831
Pat2Test_620_0,0.63194635
Pat2Test_621_0,0.495779134
Pat2Test_622_0,0.554305477
Pat2Test_623_0,0.346183517
Pat2Test_624_0,0.099553836
Pat2Test_625_0,0.48566684
Pat2Test_626_0,0.170846143
Pat2Test_627_0,0.310976325
Pat2Test_628_0,0.26261036
Pat2Test_629_0,0.429331906
Pat2Test_630_0,0.416593311
Pat2Test_631_0,0.387208316
Pat2Test_632_0,0.445092169
Pat2Test_633_0,0.609516126
Pat2Test_634_0,0.388024153
Pat2Test_635_0,0.416074984
Pat2Test_636_0,0.425312181
Pat2Test_637_0,0.405302248
Pat2Test_638_0,0.617038277
Pat2Test_639_0,0.421823515
Pat2Test_640_0,0.613078306
Pat2Test_641_0,0.71565658
Pat2Test_642_0,0.502774129
Pat2Test_643_0,0.714203934
Pat2Test_644_0,0.637463295
Pat2Test_645_0,0.608000322
Pat2Test_646_0,0.416320866
Pat2Test_647_0,0.225357773
Pat2Test_648_0,0.676258809
Pat2Test_649_0,0.681012563
Pat2Test_650_0,0.640414711
Pat2Test_651_0,0.779319807
Pat2Test_652_0,0.428950344
Pat2Test_653_0,0.402199858
Pat2Test_654_0,0.476161073
Pat2Test_655_0,0.540150676
Pat2Test_656_0,0.389830918
Pat2Test_657_0,0.502774129
Pat2Test_658_0,0.711603529
Pat2Test_659_0,0.790769328
Pat2Test_660_0,0.676502897
Pat2Test_661_0,0.438153625
Pat2Test_662_0,0.437658309
Pat2Test_663_0,0.419484084
Pat2Test_664_0,0.335774253
Pat2Test_665_0,0.273429138
Pat2Test_666_0,0.693116935
Pat2Test_667_0,0.458288777
Pat2Test_668_0,0.762808955
Pat2Test_669_0,0.48731562
Pat2Test_670_0,0.668571199
Pat2Test_671_0,0.617031647
Pat2Test_672_0,0.39969874
Pat2Test_673_0,0.353500791
Pat2Test_674_0,0.215375118
Pat2Test_675_0,0.49936032
Pat2Test_676_0,0.597604697
Pat2Test_677_0,0.702925738
Pat2Test_678_0,0.194023681
Pat2Test_679_0,0.777981902
Pat2Test_680_0,0.533704033
Pat2Test_681_0,0.575302651
Pat2Test_682_0,0.430286274
Pat2Test_683_0,0.346342906
Pat2Test_684_0,0.477319666
Pat2Test_685_0,0.547145028
Pat2Test_686_0,0.291939128
Pat2Test_687_0,0.368659811
Pat2Test_688_0,0.389862374
Pat2Test_689_0,0.502774129
Pat2Test_690_0,0.502774129
Pat2Test_691_0,0.352334802
Pat2Test_692_0,0.373421974
Pat2Test_693_0,0.295973975
Pat2Test_694_0,0.733161486
Pat2Test_695_0,0.220863112
Pat2Test_696_0,0.756681991
Pat2Test_697_0,0.468502939
Pat2Test_698_0,0.420792778
Pat2Test_699_0,0.581601707
Pat2Test_700_0,0.299381859
Pat2Test_701_0,0.46354004
Pat2Test_702_0,0.687262143
Pat2Test_703_0,0.176652736
Pat2Test_704_0,0.697922101
Pat2Test_705_0,0.19453565
Pat2Test_706_0,0.57434221
Pat2Test_707_0,0.502774129
Pat2Test_708_0,0.643303713
Pat2Test_709_0,0.307640234
Pat2Test_710_0,0.407551276
Pat2Test_711_0,0.768595551
Pat2Test_712_0,0.447049595
Pat2Test_713_0,0.463001193
Pat2Test_714_0,0.887764817
Pat2Test_715_0,0.313933862
Pat2Test_716_0,0.426380679
Pat2Test_717_0,0.232024428
Pat2Test_718_0,0.390934729
Pat2Test_719_0,0.114311176
Pat2Test_720_0,0.449879632
Pat2Test_721_0,0.661073079
Pat2Test_722_0,0.490268322
Pat2Test_723_0,0.607465798
Pat2Test_724_0,0.457945183
Pat2Test_725_0,0.487043052
Pat2Test_726_0,0.398082813
Pat2Test_727_0,0.502774129
Pat2Test_728_0,0.112304969
Pat2Test_729_0,0.633433487
Pat2Test_730_0,0.654707054
Pat2Test_731_0,0.264301564
Pat2Test_732_0,0.429158963
Pat2Test_733_0,0.168779409
Pat2Test_734_0,0.769435277
Pat2Test_735_0,0.440550463
Pat2Test_736_0,0.362366066
Pat2Test_737_0,0.11227672
Pat2Test_738_0,0.381664697
Pat2Test_739_0,0.581112099
Pat2Test_740_0,0.311599252
Pat2Test_741_0,0.454551934
Pat2Test_742_0,0.419417176
Pat2Test_743_0,0.398539878
Pat2Test_744_0,0.722618806
Pat2Test_745_0,0.434697324
Pat2Test_746_0,0.76931771
Pat2Test_747_0,0.409068471
Pat2Test_748_0,0.457363673
Pat2Test_749_0,0.44559605
Pat2Test_750_0,0.779873364
Pat2Test_751_0,0.515407971
Pat2Test_752_0,0.443563875
Pat2Test_753_0,0.502774129
Pat2Test_754_0,0.50376291
Pat2Test_755_0,0.374361629
Pat2Test_756_0,0.524922151
Pat2Test_757_0,0.537536481
Pat2Test_758_0,0.300688244
Pat2Test_759_0,0.453685265
Pat2Test_760_0,0.605417925
Pat2Test_761_0,0.657385456
Pat2Test_762_0,0.56975181
Pat2Test_763_0,0.210017256
Pat2Test_764_0,0.324673023
Pat2Test_765_0,0.642474781
Pat2Test_766_0,0.53751115
Pat2Test_767_0,0.641459076
Pat2Test_768_0,0.674838152
Pat2Test_769_0,0.233324972
Pat2Test_770_0,0.685963774
Pat2Test_771_0,0.472324323
Pat2Test_772_0,0.388761704
Pat2Test_773_0,0.748663104
Pat2Test_774_0,0.502774129
Pat2Test_775_0,0.509159807
Pat2Test_776_0,0.407604037
Pat2Test_777_0,0.68298039
Pat2Test_778_0,0.507813796
Pat2Test_779_0,0.7810917
Pat2Test_780_0,0.517757284
Pat2Test_781_0,0.660654989
Pat2Test_782_0,0.502774129
Pat2Test_783_0,0.506250417
Pat2Test_784_0,0.309622873
Pat2Test_785_0,0.344308869
Pat2Test_786_0,0.424206824
Pat2Test_787_0,0.264458666
Pat2Test_788_0,0.175182672
Pat2Test_789_0,0.811321059
Pat2Test_790_0,0.668189327
Pat2Test_791_0,0.269282117
Pat2Test_792_0,0.347592339
Pat2Test_793_0,0.550445009
Pat2Test_794_0,0.751410257
Pat2Test_795_0,0.247328065
Pat2Test_796_0,0.228799649
Pat2Test_797_0,0.353479395
Pat2Test_798_0,0.267341766
Pat2Test_799_0,0.803635285
Pat2Test_800_0,0.266999153
Pat2Test_801_0,0.384177944
Pat2Test_802_0,0.30130498
Pat2Test_803_0,0.66201275
Pat2Test_804_0,0.343457284
Pat2Test_805_0,0.694159992
Pat2Test_806_0,0.435171843
Pat2Test_807_0,0.711488192
Pat2Test_808_0,0.362870176
Pat2Test_809_0,0.676196474
Pat2Test_810_0,0.347523655
Pat2Test_811_0,0.324288629
Pat2Test_812_0,0.424567212
Pat2Test_813_0,0.70142733
Pat2Test_814_0,0.742667087
Pat2Test_815_0,0.502774129
Pat2Test_816_0,0.633416581
Pat2Test_817_0,0.477876714
Pat2Test_818_0,0.480806019
Pat2Test_819_0,0.47052495
Pat2Test_820_0,0.74791507
Pat2Test_821_0,0.797019362
Pat2Test_822_0,0.219728404
Pat2Test_823_0,0.418240965
Pat2Test_824_0,0.670000327
Pat2Test_825_0,0.725343257
Pat2Test_826_0,0.59960488
Pat2Test_827_0,0.302796347
Pat2Test_828_0,0.322367378
Pat2Test_829_0,0.502774129
Pat2Test_830_0,0.694054356
Pat2Test_831_0,0.385371005
Pat2Test_832_0,0.095605537
Pat2Test_833_0,0.843927685
Pat2Test_834_0,0.637786509
Pat2Test_835_0,0.389372831
Pat2Test_836_0,0.63194635
Pat2Test_837_0,0.495779134
Pat2Test_838_0,0.554305477
Pat2Test_839_0,0.346183517
Pat2Test_840_0,0.099553836
Pat2Test_841_0,0.48566684
Pat2Test_842_0,0.170846143
Pat2Test_843_0,0.310976325
Pat2Test_844_0,0.26261036
Pat2Test_845_0,0.429331906
Pat2Test_846_0,0.416593311
Pat2Test_847_0,0.387208316
Pat2Test_848_0,0.445092169
Pat2Test_849_0,0.609516126
Pat2Test_850_0,0.388024153
Pat2Test_851_0,0.416074984
Pat2Test_852_0,0.425312181
Pat2Test_853_0,0.405302248
Pat2Test_854_0,0.617038277
Pat2Test_855_0,0.421823515
Pat2Test_856_0,0.613078306
Pat2Test_857_0,0.71565658
Pat2Test_858_0,0.502774129
Pat2Test_859_0,0.714203934
Pat2Test_860_0,0.637463295
Pat2Test_861_0,0.608000322
Pat2Test_862_0,0.416320866
Pat2Test_863_0,0.225357773
Pat2Test_864_0,0.676258809
Pat2Test_865_0,0.681012563
Pat2Test_866_0,0.640414711
Pat2Test_867_0,0.779319807
Pat2Test_868_0,0.428950344
Pat2Test_869_0,0.402199858
Pat2Test_870_0,0.476161073
Pat2Test_871_0,0.540150676
Pat2Test_872_0,0.389830918
Pat2Test_873_0,0.502774129
Pat2Test_874_0,0.711603529
Pat2Test_875_0,0.790769328
Pat2Test_876_0,0.676502897
Pat2Test_877_0,0.438153625
Pat2Test_878_0,0.437658309
Pat2Test_879_0,0.419484084
Pat2Test_880_0,0.335774253
Pat2Test_881_0,0.273429138
Pat2Test_882_0,0.693116935
Pat2Test_883_0,0.458288777
Pat2Test_884_0,0.762808955
Pat2Test_885_0,0.48731562
Pat2Test_886_0,0.668571199
Pat2Test_887_0,0.617031647
Pat2Test_888_0,0.39969874
Pat2Test_889_0,0.353500791
Pat2Test_890_0,0.215375118
Pat2Test_891_0,0.49936032
Pat2Test_892_0,0.597604697
Pat2Test_893_0,0.702925738
Pat2Test_894_0,0.194023681
Pat2Test_895_0,0.777981902
Pat2Test_896_0,0.533704033
Pat2Test_897_0,0.575302651
Pat2Test_898_0,0.430286274
Pat2Test_899_0,0.346342906
Pat2Test_900_0,0.477319666
Pat2Test_901_0,0.547145028
Pat2Test_902_0,0.291939128
Pat2Test_903_0,0.368659811
Pat2Test_904_0,0.389862374
Pat2Test_905_0,0.502774129
Pat2Test_906_0,0.502774129
Pat2Test_907_0,0.352334802
Pat2Test_908_0,0.373421974
Pat2Test_909_0,0.295973975
Pat2Test_910_0,0.733161486
Pat2Test_911_0,0.220863112
Pat2Test_912_0,0.756681991
Pat2Test_913_0,0.468502939
Pat2Test_914_0,0.420792778
Pat2Test_915_0,0.581601707
Pat2Test_916_0,0.299381859
Pat2Test_917_0,0.46354004
Pat2Test_918_0,0.687262143
Pat2Test_919_0,0.176652736
Pat2Test_920_0,0.697922101
Pat2Test_921_0,0.19453565
Pat2Test_922_0,0.57434221
Pat2Test_923_0,0.502774129
Pat2Test_924_0,0.643303713
Pat2Test_925_0,0.307640234
Pat2Test_926_0,0.407551276
Pat2Test_927_0,0.768595551
Pat2Test_928_0,0.447049595
Pat2Test_929_0,0.463001193
Pat2Test_930_0,0.887764817
Pat2Test_931_0,0.313933862
Pat2Test_932_0,0.426380679
Pat2Test_933_0,0.232024428
Pat2Test_934_0,0.390934729
Pat2Test_935_0,0.114311176
Pat2Test_936_0,0.449879632
Pat2Test_937_0,0.661073079
Pat2Test_938_0,0.490268322
Pat2Test_939_0,0.607465798
Pat2Test_940_0,0.457945183
Pat2Test_941_0,0.487043052
Pat2Test_942_0,0.398082813
Pat2Test_943_0,0.502774129
Pat2Test_944_0,0.112304969
Pat2Test_945_0,0.633433487
Pat2Test_946_0,0.654707054
Pat2Test_947_0,0.264301564
Pat2Test_948_0,0.429158963
Pat2Test_949_0,0.168779409
Pat2Test_950_0,0.769435277
Pat2Test_951_0,0.440550463
Pat2Test_952_0,0.362366066
Pat2Test_953_0,0.11227672
Pat2Test_954_0,0.381664697
Pat2Test_955_0,0.581112099
Pat2Test_956_0,0.311599252
Pat2Test_957_0,0.454551934
Pat2Test_958_0,0.419417176
Pat2Test_959_0,0.398539878
Pat2Test_960_0,0.722618806
Pat2Test_961_0,0.434697324
Pat2Test_962_0,0.76931771
Pat2Test_963_0,0.409068471
Pat2Test_964_0,0.457363673
Pat2Test_965_0,0.44559605
Pat2Test_966_0,0.779873364
Pat2Test_967_0,0.515407971
Pat2Test_968_0,0.443563875
Pat2Test_969_0,0.502774129
Pat2Test_970_0,0.50376291
Pat2Test_971_0,0.374361629
Pat2Test_972_0,0.524922151
Pat2Test_973_0,0.537536481
Pat2Test_974_0,0.300688244
Pat2Test_975_0,0.453685265
Pat2Test_976_0,0.605417925
Pat2Test_977_0,0.657385456
Pat2Test_978_0,0.56975181
Pat2Test_979_0,0.210017256
Pat2Test_980_0,0.324673023
Pat2Test_981_0,0.642474781
Pat2Test_982_0,0.53751115
Pat2Test_983_0,0.641459076
Pat2Test_984_0,0.674838152
Pat2Test_985_0,0.233324972
Pat2Test_986_0,0.685963774
Pat2Test_987_0,0.472324323
Pat2Test_988_0,0.388761704
Pat2Test_989_0,0.748663104
Pat2Test_990_0,0.502774129
Pat2Test_991_0,0.509159807
Pat2Test_992_0,0.407604037
Pat2Test_993_0,0.68298039
Pat2Test_994_0,0.507813796
Pat2Test_995_0,0.7810917
Pat2Test_996_0,0.517757284
Pat2Test_997_0,0.660654989
Pat2Test_998_0,0.502774129
Pat2Test_999_0,0.506250417
Pat2Test_1000_0,0.309622873
Pat2Test_1001_0,0.344308869
Pat2Test_1002_0,0.424206824
Pat3Test_1_0,0.264458666
Pat3Test_2_0,0.175182672
Pat3Test_3_0,0.811321059
Pat3Test_4_0,0.668189327
Pat3Test_5_0,0.269282117
Pat3Test_6_0,0.347592339
Pat3Test_7_0,0.550445009
Pat3Test_8_0,0.751410257
Pat3Test_9_0,0.247328065
Pat3Test_10_0,0.228799649
Pat3Test_11_0,0.353479395
Pat3Test_12_0,0.267341766
Pat3Test_13_0,0.803635285
Pat3Test_14_0,0.266999153
Pat3Test_15_0,0.384177944
Pat3Test_16_0,0.30130498
Pat3Test_17_0,0.66201275
Pat3Test_18_0,0.343457284
Pat3Test_19_0,0.694159992
Pat3Test_20_0,0.435171843
Pat3Test_21_0,0.711488192
Pat3Test_22_0,0.362870176
Pat3Test_23_0,0.676196474
Pat3Test_24_0,0.347523655
Pat3Test_25_0,0.324288629
Pat3Test_26_0,0.424567212
Pat3Test_27_0,0.70142733
Pat3Test_28_0,0.742667087
Pat3Test_29_0,0.502774129
Pat3Test_30_0,0.633416581
Pat3Test_31_0,0.477876714
Pat3Test_32_0,0.480806019
Pat3Test_33_0,0.47052495
Pat3Test_34_0,0.74791507
Pat3Test_35_0,0.797019362
Pat3Test_36_0,0.219728404
Pat3Test_37_0,0.418240965
Pat3Test_38_0,0.670000327
Pat3Test_39_0,0.725343257
Pat3Test_40_0,0.59960488
Pat3Test_41_0,0.302796347
Pat3Test_42_0,0.322367378
Pat3Test_43_0,0.502774129
Pat3Test_44_0,0.694054356
Pat3Test_45_0,0.385371005
Pat3Test_46_0,0.095605537
Pat3Test_47_0,0.843927685
Pat3Test_48_0,0.637786509
Pat3Test_49_0,0.389372831
Pat3Test_50_0,0.63194635
Pat3Test_51_0,0.495779134
Pat3Test_52_0,0.554305477
Pat3Test_53_0,0.346183517
Pat3Test_54_0,0.099553836
Pat3Test_55_0,0.48566684
Pat3Test_56_0,0.170846143
Pat3Test_57_0,0.310976325
Pat3Test_58_0,0.26261036
Pat3Test_59_0,0.429331906
Pat3Test_60_0,0.416593311
Pat3Test_61_0,0.387208316
Pat3Test_62_0,0.445092169
Pat3Test_63_0,0.609516126
Pat3Test_64_0,0.388024153
Pat3Test_65_0,0.416074984
Pat3Test_66_0,0.425312181
Pat3Test_67_0,0.405302248
Pat3Test_68_0,0.617038277
Pat3Test_69_0,0.421823515
Pat3Test_70_0,0.613078306
Pat3Test_71_0,0.71565658
Pat3Test_72_0,0.502774129
Pat3Test_73_0,0.714203934
Pat3Test_74_0,0.637463295
Pat3Test_75_0,0.608000322
Pat3Test_76_0,0.416320866
Pat3Test_77_0,0.225357773
Pat3Test_78_0,0.676258809
Pat3Test_79_0,0.681012563
Pat3Test_80_0,0.640414711
Pat3Test_81_0,0.779319807
Pat3Test_82_0,0.428950344
Pat3Test_83_0,0.402199858
Pat3Test_84_0,0.476161073
Pat3Test_85_0,0.540150676
Pat3Test_86_0,0.389830918
Pat3Test_87_0,0.502774129
Pat3Test_88_0,0.711603529
Pat3Test_89_0,0.790769328
Pat3Test_90_0,0.676502897
Pat3Test_91_0,0.438153625
Pat3Test_92_0,0.437658309
Pat3Test_93_0,0.419484084
Pat3Test_94_0,0.335774253
Pat3Test_95_0,0.273429138
Pat3Test_96_0,0.693116935
Pat3Test_97_0,0.458288777
Pat3Test_98_0,0.762808955
Pat3Test_99_0,0.48731562
Pat3Test_100_0,0.668571199
Pat3Test_101_0,0.617031647
Pat3Test_102_0,0.39969874
Pat3Test_103_0,0.353500791
Pat3Test_104_0,0.215375118
Pat3Test_105_0,0.49936032
Pat3Test_106_0,0.597604697
Pat3Test_107_0,0.702925738
Pat3Test_108_0,0.194023681
Pat3Test_109_0,0.777981902
Pat3Test_110_0,0.533704033
Pat3Test_111_0,0.575302651
Pat3Test_112_0,0.430286274
Pat3Test_113_0,0.346342906
Pat3Test_114_0,0.477319666
Pat3Test_115_0,0.547145028
Pat3Test_116_0,0.291939128
Pat3Test_117_0,0.368659811
Pat3Test_118_0,0.389862374
Pat3Test_119_0,0.502774129
Pat3Test_120_0,0.502774129
Pat3Test_121_0,0.352334802
Pat3Test_122_0,0.373421974
Pat3Test_123_0,0.295973975
Pat3Test_124_0,0.733161486
Pat3Test_125_0,0.220863112
Pat3Test_126_0,0.756681991
Pat3Test_127_0,0.468502939
Pat3Test_128_0,0.420792778
Pat3Test_129_0,0.581601707
Pat3Test_130_0,0.299381859
Pat3Test_131_0,0.46354004
Pat3Test_132_0,0.687262143
Pat3Test_133_0,0.176652736
Pat3Test_134_0,0.697922101
Pat3Test_135_0,0.19453565
Pat3Test_136_0,0.57434221
Pat3Test_137_0,0.502774129
Pat3Test_138_0,0.643303713
Pat3Test_139_0,0.307640234
Pat3Test_140_0,0.407551276
Pat3Test_141_0,0.768595551
Pat3Test_142_0,0.447049595
Pat3Test_143_0,0.463001193
Pat3Test_144_0,0.887764817
Pat3Test_145_0,0.313933862
Pat3Test_146_0,0.426380679
Pat3Test_147_0,0.232024428
Pat3Test_148_0,0.390934729
Pat3Test_149_0,0.114311176
Pat3Test_150_0,0.449879632
Pat3Test_151_0,0.661073079
Pat3Test_152_0,0.490268322
Pat3Test_153_0,0.607465798
Pat3Test_154_0,0.457945183
Pat3Test_155_0,0.487043052
Pat3Test_156_0,0.398082813
Pat3Test_157_0,0.502774129
Pat3Test_158_0,0.112304969
Pat3Test_159_0,0.633433487
Pat3Test_160_0,0.654707054
Pat3Test_161_0,0.264301564
Pat3Test_162_0,0.429158963
Pat3Test_163_0,0.168779409
Pat3Test_164_0,0.769435277
Pat3Test_165_0,0.440550463
Pat3Test_166_0,0.362366066
Pat3Test_167_0,0.11227672
Pat3Test_168_0,0.381664697
Pat3Test_169_0,0.581112099
Pat3Test_170_0,0.311599252
Pat3Test_171_0,0.454551934
Pat3Test_172_0,0.419417176
Pat3Test_173_0,0.398539878
Pat3Test_174_0,0.722618806
Pat3Test_175_0,0.434697324
Pat3Test_176_0,0.76931771
Pat3Test_177_0,0.409068471
Pat3Test_178_0,0.457363673
Pat3Test_179_0,0.44559605
Pat3Test_180_0,0.779873364
Pat3Test_181_0,0.515407971
Pat3Test_182_0,0.443563875
Pat3Test_183_0,0.502774129
Pat3Test_184_0,0.50376291
Pat3Test_185_0,0.374361629
Pat3Test_186_0,0.524922151
Pat3Test_187_0,0.537536481
Pat3Test_188_0,0.300688244
Pat3Test_189_0,0.453685265
Pat3Test_190_0,0.605417925
Pat3Test_191_0,0.657385456
Pat3Test_192_0,0.56975181
Pat3Test_193_0,0.210017256
Pat3Test_194_0,0.324673023
Pat3Test_195_0,0.642474781
Pat3Test_196_0,0.53751115
Pat3Test_197_0,0.641459076
Pat3Test_198_0,0.674838152
Pat3Test_199_0,0.233324972
Pat3Test_200_0,0.685963774
Pat3Test_201_0,0.472324323
Pat3Test_202_0,0.388761704
Pat3Test_203_0,0.748663104
Pat3Test_204_0,0.502774129
Pat3Test_205_0,0.509159807
Pat3Test_206_0,0.407604037
Pat3Test_207_0,0.68298039
Pat3Test_208_0,0.507813796
Pat3Test_209_0,0.7810917
Pat3Test_210_0,0.517757284
Pat3Test_211_0,0.660654989
Pat3Test_212_0,0.502774129
Pat3Test_213_0,0.506250417
Pat3Test_214_0,0.309622873
Pat3Test_215_0,0.344308869
Pat3Test_216_0,0.424206824
Pat3Test_217_0,0.264458666
Pat3Test_218_0,0.175182672
Pat3Test_219_0,0.811321059
Pat3Test_220_0,0.668189327
Pat3Test_221_0,0.269282117
Pat3Test_222_0,0.347592339
Pat3Test_223_0,0.550445009
Pat3Test_224_0,0.751410257
Pat3Test_225_0,0.247328065
Pat3Test_226_0,0.228799649
Pat3Test_227_0,0.353479395
Pat3Test_228_0,0.267341766
Pat3Test_229_0,0.803635285
Pat3Test_230_0,0.266999153
Pat3Test_231_0,0.384177944
Pat3Test_232_0,0.30130498
Pat3Test_233_0,0.66201275
Pat3Test_234_0,0.343457284
Pat3Test_235_0,0.694159992
Pat3Test_236_0,0.435171843
Pat3Test_237_0,0.711488192
Pat3Test_238_0,0.362870176
Pat3Test_239_0,0.676196474
Pat3Test_240_0,0.347523655
Pat3Test_241_0,0.324288629
Pat3Test_242_0,0.424567212
Pat3Test_243_0,0.70142733
Pat3Test_244_0,0.742667087
Pat3Test_245_0,0.502774129
Pat3Test_246_0,0.633416581
Pat3Test_247_0,0.477876714
Pat3Test_248_0,0.480806019
Pat3Test_249_0,0.47052495
Pat3Test_250_0,0.74791507
Pat3Test_251_0,0.797019362
Pat3Test_252_0,0.219728404
Pat3Test_253_0,0.418240965
Pat3Test_254_0,0.670000327
Pat3Test_255_0,0.725343257
Pat3Test_256_0,0.59960488
Pat3Test_257_0,0.302796347
Pat3Test_258_0,0.322367378
Pat3Test_259_0,0.502774129
Pat3Test_260_0,0.694054356
Pat3Test_261_0,0.385371005
Pat3Test_262_0,0.095605537
Pat3Test_263_0,0.843927685
Pat3Test_264_0,0.637786509
Pat3Test_265_0,0.389372831
Pat3Test_266_0,0.63194635
Pat3Test_267_0,0.495779134
Pat3Test_268_0,0.554305477
Pat3Test_269_0,0.346183517
Pat3Test_270_0,0.099553836
Pat3Test_271_0,0.48566684
Pat3Test_272_0,0.170846143
Pat3Test_273_0,0.310976325
Pat3Test_274_0,0.26261036
Pat3Test_275_0,0.429331906
Pat3Test_276_0,0.416593311
Pat3Test_277_0,0.387208316
Pat3Test_278_0,0.445092169
Pat3Test_279_0,0.609516126
Pat3Test_280_0,0.388024153
Pat3Test_281_0,0.416074984
Pat3Test_282_0,0.425312181
Pat3Test_283_0,0.405302248
Pat3Test_284_0,0.617038277
Pat3Test_285_0,0.421823515
Pat3Test_286_0,0.613078306
Pat3Test_287_0,0.71565658
Pat3Test_288_0,0.502774129
Pat3Test_289_0,0.714203934
Pat3Test_290_0,0.637463295
Pat3Test_291_0,0.608000322
Pat3Test_292_0,0.416320866
Pat3Test_293_0,0.225357773
Pat3Test_294_0,0.676258809
Pat3Test_295_0,0.681012563
Pat3Test_296_0,0.640414711
Pat3Test_297_0,0.779319807
Pat3Test_298_0,0.428950344
Pat3Test_299_0,0.402199858
Pat3Test_300_0,0.476161073
Pat3Test_301_0,0.540150676
Pat3Test_302_0,0.389830918
Pat3Test_303_0,0.502774129
Pat3Test_304_0,0.711603529
Pat3Test_305_0,0.790769328
Pat3Test_306_0,0.676502897
Pat3Test_307_0,0.438153625
Pat3Test_308_0,0.437658309
Pat3Test_309_0,0.419484084
Pat3Test_310_0,0.335774253
Pat3Test_311_0,0.273429138
Pat3Test_312_0,0.693116935
Pat3Test_313_0,0.458288777
Pat3Test_314_0,0.762808955
Pat3Test_315_0,0.48731562
Pat3Test_316_0,0.668571199
Pat3Test_317_0,0.617031647
Pat3Test_318_0,0.39969874
Pat3Test_319_0,0.353500791
Pat3Test_320_0,0.215375118
Pat3Test_321_0,0.49936032
Pat3Test_322_0,0.597604697
Pat3Test_323_0,0.702925738
Pat3Test_324_0,0.194023681
Pat3Test_325_0,0.777981902
Pat3Test_326_0,0.533704033
Pat3Test_327_0,0.575302651
Pat3Test_328_0,0.430286274
Pat3Test_329_0,0.346342906
Pat3Test_330_0,0.477319666
Pat3Test_331_0,0.547145028
Pat3Test_332_0,0.291939128
Pat3Test_333_0,0.368659811
Pat3Test_334_0,0.389862374
Pat3Test_335_0,0.502774129
Pat3Test_336_0,0.502774129
Pat3Test_337_0,0.352334802
Pat3Test_338_0,0.373421974
Pat3Test_339_0,0.295973975
Pat3Test_340_0,0.733161486
Pat3Test_341_0,0.220863112
Pat3Test_342_0,0.756681991
Pat3Test_343_0,0.468502939
Pat3Test_344_0,0.420792778
Pat3Test_345_0,0.581601707
Pat3Test_346_0,0.299381859
Pat3Test_347_0,0.46354004
Pat3Test_348_0,0.687262143
Pat3Test_349_0,0.176652736
Pat3Test_350_0,0.697922101
Pat3Test_351_0,0.19453565
Pat3Test_352_0,0.57434221
Pat3Test_353_0,0.502774129
Pat3Test_354_0,0.643303713
Pat3Test_355_0,0.307640234
Pat3Test_356_0,0.407551276
Pat3Test_357_0,0.768595551
Pat3Test_358_0,0.447049595
Pat3Test_359_0,0.463001193
Pat3Test_360_0,0.887764817
Pat3Test_361_0,0.313933862
Pat3Test_362_0,0.426380679
Pat3Test_363_0,0.232024428
Pat3Test_364_0,0.390934729
Pat3Test_365_0,0.114311176
Pat3Test_366_0,0.449879632
Pat3Test_367_0,0.661073079
Pat3Test_368_0,0.490268322
Pat3Test_369_0,0.607465798
Pat3Test_370_0,0.457945183
Pat3Test_371_0,0.487043052
Pat3Test_372_0,0.398082813
Pat3Test_373_0,0.502774129
Pat3Test_374_0,0.112304969
Pat3Test_375_0,0.633433487
Pat3Test_376_0,0.654707054
Pat3Test_377_0,0.264301564
Pat3Test_378_0,0.429158963
Pat3Test_379_0,0.168779409
Pat3Test_380_0,0.769435277
Pat3Test_381_0,0.440550463
Pat3Test_382_0,0.362366066
Pat3Test_383_0,0.11227672
Pat3Test_384_0,0.381664697
Pat3Test_385_0,0.581112099
Pat3Test_386_0,0.311599252
Pat3Test_387_0,0.454551934
Pat3Test_388_0,0.419417176
Pat3Test_389_0,0.398539878
Pat3Test_390_0,0.722618806
Pat3Test_391_0,0.434697324
Pat3Test_392_0,0.76931771
Pat3Test_393_0,0.409068471
Pat3Test_394_0,0.457363673
Pat3Test_395_0,0.44559605
Pat3Test_396_0,0.779873364
Pat3Test_397_0,0.515407971
Pat3Test_398_0,0.443563875
Pat3Test_399_0,0.502774129
Pat3Test_400_0,0.50376291
Pat3Test_401_0,0.374361629
Pat3Test_402_0,0.524922151
Pat3Test_403_0,0.537536481
Pat3Test_404_0,0.300688244
Pat3Test_405_0,0.453685265
Pat3Test_406_0,0.605417925
Pat3Test_407_0,0.657385456
Pat3Test_408_0,0.56975181
Pat3Test_409_0,0.210017256
Pat3Test_410_0,0.324673023
Pat3Test_411_0,0.642474781
Pat3Test_412_0,0.53751115
Pat3Test_413_0,0.641459076
Pat3Test_414_0,0.674838152
Pat3Test_415_0,0.233324972
Pat3Test_416_0,0.685963774
Pat3Test_417_0,0.472324323
Pat3Test_418_0,0.388761704
Pat3Test_419_0,0.748663104
Pat3Test_420_0,0.502774129
Pat3Test_421_0,0.509159807
Pat3Test_422_0,0.407604037
Pat3Test_423_0,0.68298039
Pat3Test_424_0,0.507813796
Pat3Test_425_0,0.7810917
Pat3Test_426_0,0.517757284
Pat3Test_427_0,0.660654989
Pat3Test_428_0,0.502774129
